0,0,338400004887
0,0,338400104885
0,0,338400304881
0,0,338400404889
0,0,338400604884
0,0,338400704882
0,0,338400904888
0,0,338401004886
0,0,338401204882
0,0,338401304880
0,0,338401504885
0,0,338401604883
0,0,338401804889
0,0,338401904887
0,0,338402104883
0,0,338402204881
0,0,338402404887
0,0,338402504884
0,0,338402704880
0,0,338402804888
0,0,338403004884
0,0,338403104882
0,0,338403304888
0,0,338403404886
0,0,338403604881
0,0,338403704889
0,0,338403904885
0,0,338404004883
0,0,338404204889
0,0,338404304887
0,0,338404504882
0,0,338404604880
0,0,338404804886
0,0,338404904884
0,0,338405104880
0,0,338405204888
0,0,338405404884
0,0,338405504881
0,0,338405704887
0,0,338405804885
0,0,338406004881
0,0,338406104889
0,0,338406304885
0,0,338406404883
0,0,338406604888
0,0,338406704886
0,0,338406904882
0,0,338407004880
0,0,338407204886
0,0,338407304884
0,0,338407504889
0,0,338407604887
0,0,338407804883
0,0,338407904881
0,0,338408104887
0,0,338408204885
0,0,338408404881
0,0,338408504888
0,0,338408704884
0,0,338408804882
0,0,338409004888
0,0,338409104886
0,0,338409304882
0,0,338409404880
0,0,338409604885
0,0,338409704883
0,0,338409904889
