0,0,338449620016!c21:01
0,0,338449620024!c21:01
0,0,338449620032!c21:01
0,0,338449620040!c21:01
0,0,338449620057!c21:02
0,0,338449620065!c21:02
0,0,338449620073!c21:02
0,0,338449620081!c21:02
0,0,338449620099!c21:03
0,0,338449620107!c21:03
0,0,338449620115!c21:03
0,0,338449620123!c21:03
0,0,338449620131!c21:04
0,0,338449620149!c21:04
0,0,338449620156!c21:04
0,0,338449620164!c21:04
0,0,338449620172!c21:05
0,0,338449620180!c21:05
0,0,338449620198!c21:05
0,0,338449620206!c21:05
0,0,338449620214!c21:06
0,0,338449620222!c21:06
0,0,338449620230!c21:06
0,0,338449620248!c21:06
0,0,338449620255!c21:07
0,0,338449620263!c21:07
0,0,338449620271!c21:07
0,0,338449620289!c21:07
0,0,338449620297!c21:08
0,0,338449620305!c21:08
0,0,338449620313!c21:08
0,0,338449620321!c21:08
0,0,338449620339!c21:09
0,0,338449620347!c21:09
0,0,338449620354!c21:09
0,0,338449620362!c21:09
0,0,338449620370!c21:10
0,0,338449620388!c21:10
0,0,338449620396!c21:10
0,0,338449620404!c21:10
0,0,338449620412!c21:11
0,0,338449620420!c21:11
0,0,338449620438!c21:11
0,0,338449620446!c21:11
0,0,338449620453!c21:12
0,0,338449620461!c21:12
0,0,338449620479!c21:12
0,0,338449620487!c21:13
0,0,338449620495!c21:13
0,0,338449620503!c21:13
0,0,338449620511!c21:14
0,0,338449620529!c21:14
0,0,338449620537!c21:14
0,0,338449620545!c21:15
0,0,338449620552!c21:15
0,0,338449620560!c21:15
0,0,338449620578!c21:16
0,0,338449620586!c21:16
0,0,338449620594!c21:16
0,0,338449620602!c21:17
0,0,338449620610!c21:17
0,0,338449620628!c21:17
0,0,338449620636!c21:18
0,0,338449620644!c21:18
0,0,338449620651!c21:18
0,0,338449620669!c21:19
0,0,338449620677!c21:19
0,0,338449620685!c21:19
0,0,338449620693!c21:20
0,0,338449620701!c21:20
0,0,338449620719!c21:20
0,0,338449620727!c21:21
0,0,338449620735!c21:21
0,0,338449620743!c21:21
0,0,338449620750!c21:22
0,0,338449620768!c21:22
0,0,338449620776!c21:23
0,0,338449620784!c21:23
0,0,338449620792!c21:24
0,0,338449620800!c21:24
0,0,338449620818!c21:25
0,0,338449620826!c21:25
0,0,338449620834!c21:26
0,0,338449620842!c21:26
0,0,338449620859!c21:27
0,0,338449620867!c21:27
0,0,338449620875!c21:28
0,0,338449620883!c21:28
0,0,338449620891!c21:29
0,0,338449620909!c21:29
0,0,338449620917!c21:30
0,0,338449620925!c21:30
0,0,338449620933!c21:31
0,0,338449620941!c21:31
0,0,338449620958!c21:32
0,0,338449620966!c21:32
0,0,338449620974!c21:33
0,0,338449620982!c21:34
0,0,338449620990!c21:35
0,0,338449621006!c21:36
0,0,338449621014!c21:37
0,0,338449621022!c21:38
0,0,338449621030!c21:39
0,0,338449621048!c21:40
0,0,338449621055!c21:41
0,0,338449621063!c21:42
