0,0,338449620016_01
0,0,338449620024_01
0,0,338449620032_01
0,0,338449620040_01
0,0,338449620057_02
0,0,338449620065_02
0,0,338449620073_02
0,0,338449620081_02
0,0,338449620099_03
0,0,338449620107_03
0,0,338449620115_03
0,0,338449620123_03
0,0,338449620131_04
0,0,338449620149_04
0,0,338449620156_04
0,0,338449620164_04
0,0,338449620172_05
0,0,338449620180_05
0,0,338449620198_05
0,0,338449620206_05
0,0,338449620214_06
0,0,338449620222_06
0,0,338449620230_06
0,0,338449620248_06
0,0,338449620255_07
0,0,338449620263_07
0,0,338449620271_07
0,0,338449620289_07
0,0,338449620297_08
0,0,338449620305_08
0,0,338449620313_08
0,0,338449620321_08
0,0,338449620339_09
0,0,338449620347_09
0,0,338449620354_09
0,0,338449620362_09
0,0,338449620370_10
0,0,338449620388_10
0,0,338449620396_10
0,0,338449620404_10
0,0,338449620412_11
0,0,338449620420_11
0,0,338449620438_11
0,0,338449620446_11
0,0,338449620453_12
0,0,338449620461_12
0,0,338449620479_12
0,0,338449620487_12
0,0,338449620495_13
0,0,338449620503_13
0,0,338449620511_13
0,0,338449620529_13
0,0,338449620537_14
0,0,338449620545_14
0,0,338449620552_14
0,0,338449620560_14
0,0,338449620578_15
0,0,338449620586_15
0,0,338449620594_15
0,0,338449620602_15
0,0,338449620610_16
0,0,338449620628_16
0,0,338449620636_16
0,0,338449620644_16
0,0,338449620651_17
0,0,338449620669_17
0,0,338449620677_17
0,0,338449620685_17
0,0,338449620693_18
0,0,338449620701_18
0,0,338449620719_18
0,0,338449620727_18
0,0,338449620735_19
0,0,338449620743_19
0,0,338449620750_19
0,0,338449620768_20
0,0,338449620776_20
0,0,338449620784_20
0,0,338449620792_21
0,0,338449620800_21
0,0,338449620818_21
0,0,338449620826_22
0,0,338449620834_22
0,0,338449620842_22
0,0,338449620859_23
0,0,338449620867_23
0,0,338449620875_23
0,0,338449620883_24
0,0,338449620891_24
0,0,338449620909_24
0,0,338449620917_25
0,0,338449620925_25
0,0,338449620933_25
0,0,338449620941_26
0,0,338449620958_26
0,0,338449620966_26
0,0,338449620974_27
0,0,338449620982_27
0,0,338449620990_27
0,0,338449621006_28
0,0,338449621014_28
0,0,338449621022_28
0,0,338449621030_29
0,0,338449621048_29
0,0,338449621055_29
0,0,338449621063_30
0,0,338449621071_30
0,0,338449621089_30
0,0,338449621097_31
0,0,338449621105_31
0,0,338449621113_31
0,0,338449621121_32
0,0,338449621139_32
0,0,338449621147_32
0,0,338449621154_33
0,0,338449621162_33
0,0,338449621170_33
0,0,338449621188_34
0,0,338449621196_34
0,0,338449621204_34
0,0,338449621212_35
0,0,338449621220_35
0,0,338449621238_35
0,0,338449621246_36
0,0,338449621253_36
0,0,338449621261_36
0,0,338449621279_37
0,0,338449621287_37
0,0,338449621295_38
0,0,338449621303_38
0,0,338449621311_39
0,0,338449621329_39
0,0,338449621337_40
0,0,338449621345_40
0,0,338449621352_41
0,0,338449621360_41
0,0,338449621378_42
0,0,338449621386_42
0,0,338449621394_43
0,0,338449621402_43
0,0,338449621410_44
0,0,338449621428_44
0,0,338449621436_45
0,0,338449621444_45
0,0,338449621451_46
0,0,338449621469_46
0,0,338449621477_47
0,0,338449621485_47
0,0,338449621493_48
0,0,338449621501_48
0,0,338449621519_49
0,0,338449621527_49
0,0,338449621535_50
0,0,338449621543_50
0,0,338449621550_51
0,0,338449621568_51
0,0,338449621576_52
0,0,338449621584_52
0,0,338449621592_53
0,0,338449621600_53
0,0,338449621618_54
0,0,338449621626_54
0,0,338449621634_55
0,0,338449621642_56
0,0,338449621659_57
0,0,338449621667_58
0,0,338449621675_59
0,0,338449621683_60
0,0,338449621691_61
0,0,338449621709_62
0,0,338449621717_63
0,0,338449621725_64
0,0,338449621733_65
0,0,338449621741_66
0,0,338449621758_67
0,0,338449621766_68
0,0,338449621774_69
0,0,338449621782_70
0,0,338449621790_71
0,0,338449621808_72
